song_id,name,artist,modify_times,num_beats_per_measure,num_quavers_per_beat,time_signature,time,human_labeled_bars_1,human_labeled_bars_2
782,说谎,林宥嘉,1,2,2,4/4,258.45703125,68,68
783,请不要对我说SORRY,何洁,1,2,2,4/4,339.55846133333336,95,95
784,诺言,李翊君,1,2,2,4/4,294.3464896583333,75,75
785,谁在意我留下的泪,蒋雪儿,1,2,2,4/4,320.0863140875,107,107
786,谁料皇榜中状元,卓依婷,1,2,2,4/4,152.9367437770833,56,56
787,谁的眼泪在飞,孟庭苇,1,2,2,4/4,319.5174251541667,131,131
788,谢谢你的爱,刘德华,1,2,2,4/4,269.9739496145833,74,72
789,谢谢你的爱1999,谢霆锋,6,2,2,4/4,201.59004067708332,53,53
790,豆浆油条,林俊杰,5,2,2,4/4,249.16876355833335,89,89
791,贝加尔湖畔,李健,2,2,2,4/4,290.3440073416667,68,68
792,走江南,亦心Elissa,4,2,2,4/4,233.92181262083332,84,84
793,走过咖啡屋,卓依婷,2,2,2,4/4,169.48011485,84,84
794,趁早,张宇,2,2,2,4/4,295.75020575625,138,138
795,越过山丘,杨宗纬,6,2,2,4/4,228.85699943749998,70,70
796,路口,张震岳,5,2,2,4/4,234.45275740833333,70,70
797,路边的野花不要采,邓丽君,6,2,2,4/4,118.80364349999999,56,55
798,踏浪,卓依婷,4,2,2,4/4,175.27372887916667,61,61
799,车站,曹磊,6,3,2,3/4,244.86866699583334,98,97
800,轻轻的告诉你,杨钰莹,1,2,2,4/4,272.1543720166666,110,110
801,过云雨,张敬轩,1,2,3,6/8,174.836946375,46,46
802,过客,阿涵,1,2,2,4/4,265.78970673541664,58,57
803,过火,张信哲,1,2,2,4/4,291.48407779166666,75,75
804,还有我,任贤齐,5,2,2,4/4,223.8031124,65,65
805,这一生回忆有你就足够,关泽楠,1,2,2,4/4,259.30435773749997,93,93
806,远在北方孤独的鬼,花粥,6,2,3,6/8,164.03329882291666,36,36
807,远走高飞,金志文,2,2,2,4/4,238.61391443333332,101,101
808,迟来的爱,卓依婷,1,2,2,4/4,239.79694129166668,83,83
809,追梦人,阿木,1,2,2,4/4,253.65104166666666,124,124
810,追梦赤子心,Gala,3,2,2,4/4,312.93699929999997,92,92
811,追求,卓依婷,2,2,2,4/4,175.58589079166666,60,60
812,退,蒋蒋,2,2,2,4/4,235.914360525,64,65
813,逃,侯旭,3,2,2,4/4,233.34387621666667,66,66
814,逆战,张杰,1,2,2,4/4,227.11458333333334,112,112
815,逍遥叹,胡歌,1,2,2,4/4,303.4477952875,90,90
816,逝去的爱,李安,1,2,2,4/4,209.80892636458333,54,54
817,遇,Ai Mini,3,2,2,4/4,243.356682525,90,91
818,遇到,方雅贤,1,2,2,4/4,180.6001981875,50,49
819,遗憾,方炯镔,1,2,2,4/4,225.73628523541683,105,103
820,遥远的歌,刘惜君,2,2,2,4/4,169.0712595,47,47
821,那个人,周延英,2,2,2,4/4,275.1309117916667,66,67
822,那些你很冒险的梦,林俊杰,1,2,2,4/4,242.1635743583333,66,66
823,那些年,胡夏,1,2,2,4/4,365.51818327708327,119,119
824,那女孩对我说,黄义达,1,2,2,4/4,266.8208356604166,88,87
825,那年的情书,江美琪,4,2,2,4/4,266.9017203333333,97,97
826,都怪我,刘德华,2,2,2,4/4,258.52910593750005,68,68
827,都选c,大鹏,3,2,2,4/4,228.82957357083333,110,111
828,酒后更想你,倪尔萍,3,2,2,4/4,258.82809649166666,61,62
829,酒干倘卖无,孙露,3,2,2,4/4,231.38045695416668,106,106
830,酒醉的探戈2001,动力火车,1,2,2,4/4,271.57630946458335,127,127
831,醉相思,祁隆,1,2,2,4/4,278.840625,92,93
832,重生,容祖儿,2,2,2,4/4,183.8941342875,83,83
833,野子,苏运莹,2,2,2,4/4,170.54,51,52
834,野孩子,杨千嬅,1,2,2,4/4,216.97173407291666,54,54
835,野百合也有春天,孟庭苇,2,2,2,4/4,218.49269115,57,57
836,错过的情人,石梅,1,2,2,4/4,227.16454162291666,73,73
837,长安忆,双笙,2,2,2,4/4,272.7748636125,95,95
838,长相依,卓依婷,1,2,2,4/4,237.14094934999997,85,85
839,长长的路慢慢地走,陈瑞,3,2,2,4/4,251.87437031250002,92,92
840,问,简弘亦,2,2,2,4/4,224.88333333333333,55,56
841,闯天涯,司徒兰芳,1,2,2,4/4,229.51031484375,97,97
842,闯码头,大哲,1,2,2,4/4,214.9442944125,107,107
843,闹够了没有原版,赖伟锋,1,2,3,6/8,238.125,58,57
844,阴天快乐,陈奕迅,2,2,2,4/4,255.44946781250002,68,67
845,阿刁【消音版】,赵雷,1,2,2,4/4,364.41875,147,147
846,阿哥阿妹,谢军,2,2,2,4/4,278.9449311833333,84,83
847,除了你,云菲菲,2,2,2,4/4,225.4203944333333,81,80
848,陪你一起变老,唐古,3,2,2,4/4,271.2747394125,72,72
849,陪你一起看草原,乌兰托娅,1,2,2,4/4,208.9259274375,93,93
850,陪我看日出,蔡淳佳,1,2,2,4/4,253.25681040208335,80,79
851,隐形的翅膀,张韶涵,2,2,2,4/4,219.27742693333332,64,65
852,难道爱一个人有错吗,郑源,2,2,2,4/4,257.2550998875,74,74
853,雁南飞,关牧村,1,2,2,4/4,155.19434585416667,45,45
854,雨一直下,张宇,2,2,2,4/4,279.23192150625,80,80
855,雨荷,雪晗,1,2,2,4/4,341.465567625,154,154
856,雨蝶,李翊君,1,2,3,6/8,224.85678873333333,59,59
857,雪人,范晓萱,1,2,2,4/4,274.3532470833334,130,130
858,需要人陪,王力宏,1,2,2,4/4,243.20500370833335,81,81
859,霜雪千年,洛天依,2,2,2,4/4,238.77476122500002,138,138
860,青城山下白素贞,赵雅芝,1,2,2,4/4,102.67216993125001,33,33
861,青春修炼手册,Tfboys,1,2,2,4/4,254.09342613750002,134,134
862,青花,周传雄,2,2,2,4/4,295.4501499645834,92,92
863,青藏高原,李娜,3,2,2,4/4,219.67793413541668,51,51
864,非你莫属,林依晨,3,2,2,4/4,279.8857308666667,80,78
865,靠近一点点,梁心颐,1,2,2,4/4,227.58166645,97,97
866,风含情水含笑,杨钰莹,1,2,2,4/4,247.82006517916665,87,87
867,风吹麦浪,李健,4,2,2,4/4,238.88372353333335,68,68
868,风往北吹,孙楠,2,2,2,4/4,282.3282567375,83,83
869,风铃,周蕙,2,3,2,3/4,265.32317800833334,167,166
870,风雨无阻,周华健,2,2,2,4/4,263.8595732729167,124,124
871,风飞沙,迪克牛仔,2,2,2,4/4,254.8642650375,77,77
872,飘摇,周迅,2,3,2,3/4,237.84737622916668,107,106
873,飘雪,陈慧娴,1,2,2,4/4,229.15095000624999,68,68
874,飞蛾扑火,彭丽丽,1,2,2,4/4,276.57393290625,120,120
875,香水,谢霆锋,4,2,2,4/4,254.7379209375,78,77
876,香水有毒,胡杨林,1,2,2,4/4,282.4255443458333,121,120
877,香烟爱上火柴,张政,1,2,2,4/4,228.474021,58,58
878,驼铃,刀郎,2,2,2,4/4,279.7575289625,105,104
879,驿动的心,姜育恒,3,2,2,4/4,239.75695202083338,64,63
880,高原红,容中尔甲,1,2,2,4/4,268.17397425,72,71
881,高原蓝,乌兰托娅,1,2,2,4/4,293.1248338958333,75,75
882,鬼迷心窍,李宗盛,4,2,2,4/4,256.815625,127,127
883,魔鬼中的天使,田馥甄,1,2,2,4/4,229.12259958333334,63,63
884,鱼,姚贝娜,1,2,2,4/4,299.28608835,87,87
885,鸿雁,呼斯楞,2,2,2,4/4,253.0540588416667,59,59
886,黄昏,周传雄,1,2,2,4/4,338.4387593166667,109,110
887,黄玫瑰,孙露,1,3,2,3/4,250.93589595,119,119
888,黑白配,范玮琪,1,2,2,4/4,166.37780158333334,58,57
889,黑色幽默,周杰伦,1,2,2,4/4,279.07549262916666,73,73
890,默,那英,4,2,2,4/4,296.21236728749994,85,85
891,龙卷风,周杰伦,1,2,2,4/4,247.53462320833333,72,72
892,不要在我的伤口撒盐,庄心妍,2,2,2,4/4,260.84001693749997,134,134
893,但愿人长久,王菲,3,2,2,4/4,252.293186025,92,92
894,你要的爱,戴佩妮,1,2,2,4/4,235.34968066250002,71,71
895,值得,郑秀文,1,2,2,4/4,255.44338435208329,114,114
896,可以了,陈奕迅,4,2,2,4/4,289.01050820625,73,74
897,回忆总想哭,姜玉阳 南宫嘉骏,1,2,2,4/4,289.5397745625,91,92
898,在水一方,邓丽君,5,2,2,4/4,230.50519077083334,68,69
899,大女人,张宇,1,2,2,4/4,223.16137136458335,123,123
900,天空,蔡依林,2,2,2,4/4,273.31762418541666,69,69
901,女人的选择,姜育恒,4,2,2,4/4,293.0557936520833,77,77
902,女人花,梅艳芳,2,2,2,4/4,277.93140220000004,86,86
903,好可惜,庄心妍,4,2,2,4/4,311.02908,86,87
904,孤单心事,蓝又时,2,2,2,4/4,264.7890625,69,69
905,小城故事,邓丽君,5,2,2,4/4,157.4764631,47,47
906,山不转水转,那英,3,2,2,4/4,195.59577374999998,46,47
907,小龙人,小龙人,3,2,2,4/4,124.12058325416666,65,65
908,小乌龟,张栋梁,1,2,2,4/4,221.298086125,76,76
909,蓝精灵,儿童歌曲,1,2,2,4/4,98.43270757708333,42,42
